gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
MAP1LC3C_CCDS31074.1_ex1_1:242161863-242161886:+_5-4,MAP1LC3C,575,594,482,548
MAP1LC3C_CCDS31074.1_ex1_1:242161898-242161921:-_5-5,MAP1LC3C,479,938,880,592
MAP2_CCDS2384.1_ex0_2:210517985-210518008:+_5-1,MAP2,327,399,290,425
MAP2_CCDS2384.1_ex0_2:210518024-210518047:+_5-2,MAP2,249,467,480,352
MAP2_CCDS2384.1_ex0_2:210518065-210518088:+_5-3,MAP2,334,229,529,333
MAP2_CCDS2384.1_ex1_2:210543402-210543425:-_5-4,MAP2,1,0,0,0
MAP2_CCDS2384.1_ex2_2:210545517-210545540:-_5-5,MAP2,769,734,1039,1253
MAP2K1_CCDS10216.1_ex1_15:66727484-66727507:+_5-1,MAP2K1,224,71,5,30
MAP2K1_CCDS10216.1_ex2_15:66729093-66729116:+_5-2,MAP2K1,288,99,36,353
MAP2K1_CCDS10216.1_ex2_15:66729179-66729202:+_5-3,MAP2K1,733,102,220,43
MAP2K1_CCDS10216.1_ex6_15:66777338-66777361:-_5-4,MAP2K1,450,213,145,262
MAP2K1_CCDS10216.1_ex6_15:66777446-66777469:+_5-5,MAP2K1,1079,1679,1241,1398
MAP2K2_CCDS12120.1_ex4_19:4099274-4099297:-_5-1,MAP2K2,448,534,352,320
MAP2K2_CCDS12120.1_ex4_19:4099396-4099419:-_5-2,MAP2K2,535,410,678,500
MAP2K2_CCDS12120.1_ex6_19:4101220-4101243:+_5-3,MAP2K2,376,232,544,514
MAP2K2_CCDS12120.1_ex8_19:4110561-4110584:-_5-4,MAP2K2,585,308,293,112
MAP2K2_CCDS12120.1_ex9_19:4117483-4117506:-_5-5,MAP2K2,296,362,289,141
MAP2K3_CCDS11217.1_ex3_17:21203903-21203926:-_5-1,MAP2K3,733,636,636,830
MAP2K3_CCDS11217.1_ex4_17:21204190-21204213:+_5-2,MAP2K3,568,789,370,806
MAP2K3_CCDS11217.1_ex4_17:21204279-21204302:-_5-3,MAP2K3,452,641,344,353
MAP2K3_CCDS11217.1_ex6_17:21206487-21206510:+_5-4,MAP2K3,616,896,637,685
MAP2K3_CCDS11217.1_ex7_17:21207749-21207772:-_5-5,MAP2K3,30,81,13,95
MAP2K4_CCDS11162.1_ex3_17:11998887-11998910:+_5-1,MAP2K4,735,864,1009,1226
MAP2K4_CCDS11162.1_ex3_17:11998937-11998960:+_5-2,MAP2K4,88,54,41,118
MAP2K4_CCDS11162.1_ex4_17:12011140-12011163:-_5-3,MAP2K4,21,6,5,15
MAP2K4_CCDS11162.1_ex5_17:12013708-12013731:-_5-4,MAP2K4,4,0,0,0
MAP2K4_CCDS11162.1_ex5_17:12013725-12013748:+_5-5,MAP2K4,197,241,97,169
MAP2K5_CCDS10224.1_ex3_15:67873139-67873162:+_5-1,MAP2K5,136,156,129,87
MAP2K5_CCDS10224.1_ex5_15:67879229-67879252:+_5-2,MAP2K5,238,155,202,291
MAP2K5_CCDS10224.1_ex7_15:67893043-67893066:+_5-3,MAP2K5,412,504,275,630
MAP2K5_CCDS10224.1_ex8_15:67923237-67923260:-_5-4,MAP2K5,173,223,290,175
MAP2K5_CCDS10224.1_ex9_15:67938570-67938593:+_5-5,MAP2K5,4,19,0,0
MAP2K7_CCDS42491.1_ex0_19:7968943-7968966:-_5-1,MAP2K7,1071,2647,1749,2328
MAP2K7_CCDS42491.1_ex2_19:7974985-7975008:+_5-2,MAP2K7,677,1911,1109,1246
MAP2K7_CCDS42491.1_ex3_19:7975216-7975239:+_5-3,MAP2K7,118,74,319,737
MAP2K7_CCDS42491.1_ex3_19:7975239-7975262:-_5-4,MAP2K7,6,3,0,0
MAP2K7_CCDS42491.1_ex4_19:7975331-7975354:+_5-5,MAP2K7,535,911,887,804
MAP3K11_CCDS8107.1_ex6_11:65375116-65375139:-_5-1,MAP3K11,728,1078,651,892
MAP3K11_CCDS8107.1_ex6_11:65375185-65375208:+_5-2,MAP3K11,829,820,780,1112
MAP3K11_CCDS8107.1_ex7_11:65375390-65375413:+_5-3,MAP3K11,747,1157,771,1238
MAP3K11_CCDS8107.1_ex9_11:65380734-65380757:-_5-4,MAP3K11,435,686,1560,946
MAP3K11_CCDS8107.1_ex9_11:65381059-65381082:-_5-5,MAP3K11,680,935,546,458
MAP3K13_CCDS3270.1_ex2_3:185161297-185161320:+_5-1,MAP3K13,578,850,987,891
MAP3K13_CCDS3270.1_ex2_3:185161327-185161350:+_5-2,MAP3K13,399,454,289,465
MAP3K13_CCDS3270.1_ex3_3:185165659-185165682:+_5-3,MAP3K13,884,1214,729,1484
MAP3K13_CCDS3270.1_ex7_3:185183545-185183568:+_5-4,MAP3K13,75,29,75,100
MAP3K13_CCDS3270.1_ex7_3:185183576-185183599:+_5-5,MAP3K13,26,18,99,7
MAP3K2_CCDS46404.1_ex5_2:128079752-128079775:+_5-1,MAP3K2,151,222,294,147
MAP3K2_CCDS46404.1_ex7_2:128081785-128081808:-_5-2,MAP3K2,393,866,405,776
MAP3K2_CCDS46404.1_ex9_2:128084312-128084335:+_5-3,MAP3K2,622,763,528,626
MAP3K2_CCDS46404.1_ex9_2:128084330-128084353:-_5-4,MAP3K2,81,127,3,86
MAP3K2_CCDS46404.1_ex12_2:128093463-128093486:+_5-5,MAP3K2,257,276,131,329
MAP3K4_CCDS34565.1_ex1_6:161455460-161455483:-_5-1,MAP3K4,282,343,400,426
MAP3K4_CCDS34565.1_ex2_6:161470122-161470145:+_5-2,MAP3K4,281,364,527,238
MAP3K4_CCDS34565.1_ex2_6:161470755-161470778:-_5-3,MAP3K4,509,502,390,465
MAP3K4_CCDS34565.1_ex2_6:161470989-161471012:+_5-4,MAP3K4,509,820,756,590
MAP3K4_CCDS34565.1_ex5_6:161502020-161502043:+_5-5,MAP3K4,124,135,211,193
MAP3K6_CCDS299.1_ex16_1:27687725-27687748:+_5-1,MAP3K6,563,589,387,586
MAP3K6_CCDS299.1_ex17_1:27687840-27687863:+_5-2,MAP3K6,360,564,304,405
MAP3K6_CCDS299.1_ex21_1:27689225-27689248:+_5-3,MAP3K6,320,191,189,217
MAP3K6_CCDS299.1_ex24_1:27690536-27690559:+_5-4,MAP3K6,696,1686,870,1056
MAP3K6_CCDS299.1_ex28_1:27692783-27692806:+_5-5,MAP3K6,430,570,347,465
MAP3K8_CCDS7166.1_ex0_10:30727981-30728004:-_5-1,MAP3K8,485,397,519,493
MAP3K8_CCDS7166.1_ex0_10:30728077-30728100:-_5-2,MAP3K8,280,317,369,485
MAP3K8_CCDS7166.1_ex1_10:30736707-30736730:+_5-3,MAP3K8,258,521,457,739
MAP3K8_CCDS7166.1_ex1_10:30736747-30736770:+_5-4,MAP3K8,1068,1019,1129,1022
MAP3K8_CCDS7166.1_ex2_10:30739236-30739259:-_5-5,MAP3K8,557,589,608,415
MAP3K9_CCDS32112.1_ex7_14:71209126-71209149:-_5-1,MAP3K9,107,165,253,298
MAP3K9_CCDS32112.1_ex7_14:71209194-71209217:+_5-2,MAP3K9,607,830,668,728
MAP3K9_CCDS32112.1_ex7_14:71209292-71209315:+_5-3,MAP3K9,360,669,494,462
MAP3K9_CCDS32112.1_ex8_14:71215649-71215672:-_5-4,MAP3K9,332,878,590,365
MAP3K9_CCDS32112.1_ex8_14:71215679-71215702:+_5-5,MAP3K9,504,686,825,808
MAP4_CCDS33750.1_ex14_3:47963294-47963317:+_7-1,MAP4,663,867,312,802
MAP4_CCDS33750.1_ex16_3:48019353-48019376:-_7-2,MAP4,91,24,148,48
MAP4_CCDS33750.1_ex17_3:48040132-48040155:+_7-3,MAP4,521,812,670,1105
MAP4_CCDS33750.1_ex17_3:48040176-48040199:-_7-4,MAP4,134,87,206,143
MAP4_CCDS33750.1_ex17_3:48040196-48040219:-_7-5,MAP4,154,119,210,105
MAP4_CCDS33750.1_ex17_3:48040230-48040253:+_7-6,MAP4,216,409,199,290
MAP4_CCDS33750.1_ex17_3:48040253-48040276:-_7-7,MAP4,867,1501,976,1521
MAP4K1_CCDS42564.1_ex13_19:39096341-39096364:-_5-1,MAP4K1,441,456,908,515
MAP4K1_CCDS42564.1_ex17_19:39098793-39098816:+_5-2,MAP4K1,1141,1492,1249,1463
MAP4K1_CCDS42564.1_ex18_19:39100277-39100300:+_5-3,MAP4K1,556,639,257,467
MAP4K1_CCDS42564.1_ex23_19:39104564-39104587:-_5-4,MAP4K1,631,722,830,557
MAP4K1_CCDS42564.1_ex28_19:39108015-39108038:-_5-5,MAP4K1,494,435,812,749
MAP4K2_CCDS8082.1_ex18_11:64566924-64566947:+_5-1,MAP4K2,307,357,376,181
MAP4K2_CCDS8082.1_ex19_11:64567085-64567108:+_5-2,MAP4K2,706,1028,793,992
MAP4K2_CCDS8082.1_ex20_11:64567669-64567692:+_5-3,MAP4K2,622,495,762,718
MAP4K2_CCDS8082.1_ex22_11:64568272-64568295:+_5-4,MAP4K2,415,298,279,303
MAP4K2_CCDS8082.1_ex30_11:64570390-64570413:+_5-5,MAP4K2,696,700,622,481
MAP4K4_CCDS56130.1_ex9_2:102456414-102456437:+_5-1,MAP4K4,159,251,245,216
MAP4K4_CCDS56130.1_ex13_2:102475533-102475556:-_5-2,MAP4K4,231,292,414,279
MAP4K4_CCDS56130.1_ex14_2:102476282-102476305:-_5-3,MAP4K4,717,496,1239,890
MAP4K4_CCDS56130.1_ex14_2:102476313-102476336:-_5-4,MAP4K4,501,452,468,390
MAP4K4_CCDS56130.1_ex15_2:102477433-102477456:-_5-5,MAP4K4,837,559,591,463
MAP6_CCDS31641.1_ex3_11:75378826-75378849:+_5-1,MAP6,221,68,101,165
MAP6_CCDS31641.1_ex3_11:75378891-75378914:+_5-2,MAP6,535,767,352,847
MAP6_CCDS31641.1_ex3_11:75378925-75378948:-_5-3,MAP6,806,1181,1357,1312
MAP6_CCDS31641.1_ex3_11:75378955-75378978:+_5-4,MAP6,417,544,597,474
MAP6_CCDS31641.1_ex3_11:75379047-75379070:+_5-5,MAP6,939,1450,1395,1090
MAP6D1_CCDS3247.1_ex2_3:183542924-183542947:+_5-1,MAP6D1,730,1243,1232,898
MAP6D1_CCDS3247.1_ex2_3:183542977-183543000:+_5-2,MAP6D1,343,466,450,313
MAP6D1_CCDS3247.1_ex2_3:183543093-183543116:-_5-3,MAP6D1,918,901,1059,1291
MAP6D1_CCDS3247.1_ex2_3:183543142-183543165:+_5-4,MAP6D1,481,495,468,395
MAP6D1_CCDS3247.1_ex2_3:183543217-183543240:-_5-5,MAP6D1,873,1107,1789,847
MAP7_CCDS5178.1_ex8_6:136687023-136687046:-_5-1,MAP7,596,1282,724,985
MAP7_CCDS5178.1_ex9_6:136687461-136687484:+_5-2,MAP7,404,436,633,356
MAP7_CCDS5178.1_ex9_6:136687516-136687539:-_5-3,MAP7,401,907,835,922
MAP7_CCDS5178.1_ex10_6:136693672-136693695:-_5-4,MAP7,222,413,371,452
MAP7_CCDS5178.1_ex11_6:136698934-136698957:+_5-5,MAP7,775,912,597,726
MAP7D3_CCDS44004.1_ex10_X:135313956-135313979:-_5-1,MAP7D3,963,773,738,821
MAP7D3_CCDS44004.1_ex10_X:135313998-135314021:-_5-2,MAP7D3,225,227,79,158
MAP7D3_CCDS44004.1_ex10_X:135314138-135314161:-_5-3,MAP7D3,443,730,503,425
MAP7D3_CCDS44004.1_ex10_X:135314315-135314338:+_5-4,MAP7D3,174,169,92,95
MAP7D3_CCDS44004.1_ex13_X:135323394-135323417:-_5-5,MAP7D3,308,203,321,159
MAP9_CCDS35493.1_ex5_4:156276964-156276987:+_5-1,MAP9,216,351,223,305
MAP9_CCDS35493.1_ex9_4:156289727-156289750:+_5-2,MAP9,297,512,464,426
MAP9_CCDS35493.1_ex9_4:156289780-156289803:+_5-3,MAP9,819,384,424,504
MAP9_CCDS35493.1_ex9_4:156289823-156289846:+_5-4,MAP9,194,180,211,290
MAP9_CCDS35493.1_ex9_4:156289908-156289931:-_5-5,MAP9,669,1020,1294,889
MAPK12_CCDS14089.1_ex5_22:50694529-50694552:+_5-1,MAPK12,168,250,326,178
MAPK12_CCDS14089.1_ex5_22:50694565-50694588:-_5-2,MAPK12,523,633,522,477
MAPK12_CCDS14089.1_ex8_22:50695530-50695553:+_5-3,MAPK12,356,478,715,437
MAPK12_CCDS14089.1_ex8_22:50695559-50695582:-_5-4,MAPK12,98,42,52,218
MAPK12_CCDS14089.1_ex10_22:50699690-50699713:-_5-5,MAPK12,487,770,640,546
MAPK14_CCDS4815.1_ex1_6:36020487-36020510:+_5-1,MAPK14,340,280,151,266
MAPK14_CCDS4815.1_ex1_6:36020540-36020563:-_5-2,MAPK14,320,136,190,145
MAPK14_CCDS4815.1_ex3_6:36040660-36040683:-_5-3,MAPK14,433,408,410,326
MAPK14_CCDS4815.1_ex3_6:36040739-36040762:+_5-4,MAPK14,307,379,267,459
MAPK14_CCDS4815.1_ex7_6:36044309-36044332:-_5-5,MAPK14,122,80,14,139
MAPK1IP1L_CCDS32085.1_ex1_14:55529430-55529453:-_5-1,MAPK1IP1L,136,144,126,79
MAPK1IP1L_CCDS32085.1_ex1_14:55529464-55529487:-_5-2,MAPK1IP1L,412,741,338,91
MAPK1IP1L_CCDS32085.1_ex1_14:55529512-55529535:-_5-3,MAPK1IP1L,790,727,661,499
MAPK1IP1L_CCDS32085.1_ex1_14:55529643-55529666:-_5-4,MAPK1IP1L,160,75,158,86
MAPK1IP1L_CCDS32085.1_ex1_14:55529701-55529724:-_5-5,MAPK1IP1L,485,674,462,466
MAPK3_CCDS10672.1_ex5_16:30129701-30129724:+_5-1,MAPK3,341,355,297,422
MAPK3_CCDS10672.1_ex6_16:30133160-30133183:-_5-2,MAPK3,885,938,801,826
MAPK3_CCDS10672.1_ex6_16:30133236-30133259:-_5-3,MAPK3,779,911,851,1003
MAPK3_CCDS10672.1_ex7_16:30134390-30134413:+_5-4,MAPK3,540,726,576,664
MAPK3_CCDS10672.1_ex7_16:30134415-30134438:-_5-5,MAPK3,535,575,484,679
MAPK8_CCDS60527.1_ex1_10:49612957-49612980:+_5-1,MAPK8,499,809,835,868
MAPK8_CCDS60527.1_ex2_10:49617929-49617952:-_5-2,MAPK8,15,33,45,7
MAPK8_CCDS60527.1_ex3_10:49618063-49618086:+_5-3,MAPK8,11,0,0,29
MAPK8_CCDS60527.1_ex3_10:49618108-49618131:-_5-4,MAPK8,788,1338,912,952
MAPK8_CCDS60527.1_ex4_10:49628296-49628319:-_5-5,MAPK8,66,37,54,66
MAPK8IP3_CCDS10442.2_ex4_16:1793380-1793403:+_5-1,MAPK8IP3,576,565,454,668
MAPK8IP3_CCDS10442.2_ex5_16:1797257-1797280:+_5-2,MAPK8IP3,372,630,249,420
MAPK8IP3_CCDS10442.2_ex7_16:1798650-1798673:-_5-3,MAPK8IP3,519,555,380,544
MAPK8IP3_CCDS10442.2_ex16_16:1813674-1813697:-_5-4,MAPK8IP3,787,844,928,866
MAPK8IP3_CCDS10442.2_ex16_16:1813715-1813738:+_5-5,MAPK8IP3,914,620,817,685
MAPKAP1_CCDS35140.1_ex3_9:128246843-128246866:+_13-1,MAPKAP1,581,1422,1383,658
MAPKAP1_CCDS35139.1_ex3_9:128268582-128268605:+_13-2,MAPKAP1,715,559,530,960
MAPKAP1_CCDS35139.1_ex3_9:128268642-128268665:-_13-3,MAPKAP1,539,552,341,539
MAPKAP1_CCDS35139.1_ex4_9:128305404-128305427:+_13-4,MAPKAP1,88,54,17,119
MAPKAP1_CCDS35139.1_ex5_9:128321948-128321971:+_13-5,MAPKAP1,30,12,0,27
MAPKAP1_CCDS35139.1_ex5_9:128321966-128321989:-_13-6,MAPKAP1,680,524,288,406
MAPKAP1_CCDS35139.1_ex5_9:128322002-128322025:+_13-7,MAPKAP1,423,492,388,362
MAPKAP1_CCDS35139.1_ex6_9:128347851-128347874:-_13-8,MAPKAP1,411,400,303,292
MAPKAP1_CCDS35139.1_ex7_9:128419939-128419962:+_13-9,MAPKAP1,5,0,0,2
MAPKAP1_CCDS35139.1_ex7_9:128419958-128419981:+_13-10,MAPKAP1,477,272,510,375
MAPKAP1_CCDS35139.1_ex7_9:128420055-128420078:+_13-11,MAPKAP1,96,56,73,120
MAPKAP1_CCDS35139.1_ex9_9:128434593-128434616:-_13-12,MAPKAP1,0,0,0,0
MAPKAP1_CCDS35139.1_ex9_9:128434630-128434653:+_13-13,MAPKAP1,247,81,45,143
MAPKAPK5_CCDS44975.1_ex2_12:112304013-112304036:+_5-1,MAPKAPK5,205,322,77,335
MAPKAPK5_CCDS44975.1_ex3_12:112305467-112305490:-_5-2,MAPKAPK5,116,67,39,99
MAPKAPK5_CCDS44975.1_ex4_12:112306558-112306581:-_5-3,MAPKAPK5,80,19,1,22
MAPKAPK5_CCDS44975.1_ex6_12:112308962-112308985:+_5-4,MAPKAPK5,492,397,492,317
MAPKAPK5_CCDS44975.1_ex7_12:112318302-112318325:-_5-5,MAPKAPK5,564,305,365,327
MAPRE1_CCDS13208.1_ex0_20:31413832-31413855:+_5-1,MAPRE1,621,599,277,669
MAPRE1_CCDS13208.1_ex1_20:31421589-31421612:-_5-2,MAPRE1,502,1031,895,419
MAPRE1_CCDS13208.1_ex1_20:31421634-31421657:+_5-3,MAPRE1,54,3,158,29
MAPRE1_CCDS13208.1_ex3_20:31427551-31427574:-_5-4,MAPRE1,526,541,354,278
MAPRE1_CCDS13208.1_ex3_20:31427593-31427616:-_5-5,MAPRE1,711,949,819,819
MAPRE2_CCDS11910.1_ex2_18:32677443-32677466:-_5-1,MAPRE2,557,352,709,732
MAPRE2_CCDS11910.1_ex3_18:32681899-32681922:+_5-2,MAPRE2,94,125,55,31
MAPRE2_CCDS11910.1_ex3_18:32681981-32682004:+_5-3,MAPRE2,67,36,25,54
MAPRE2_CCDS11910.1_ex3_18:32682101-32682124:+_5-4,MAPRE2,1297,2341,2236,1462
MAPRE2_CCDS11910.1_ex4_18:32706952-32706975:-_5-5,MAPRE2,312,463,318,509
MAPT_CCDS11499.1_ex0_17:44039814-44039837:+_5-1,MAPT,457,416,542,421
MAPT_CCDS11499.1_ex4_17:44064391-44064414:+_5-2,MAPT,501,460,249,615
MAPT_CCDS11499.1_ex4_17:44064416-44064439:+_5-3,MAPT,146,207,30,28
MAPT_CCDS11499.1_ex4_17:44064439-44064462:+_5-4,MAPT,133,375,93,160
MAPT_CCDS11499.1_ex5_17:44068838-44068861:+_5-5,MAPT,496,544,407,575
MARC1_CCDS1526.1_ex1_1:220964844-220964867:+_10-1,MARC1,161,183,343,111
MARC1_CCDS1526.1_ex1_1:220964859-220964882:+_10-2,MARC1,812,1150,857,611
MARC1_CCDS1526.1_ex1_1:220964895-220964918:-_10-3,MARC1,241,307,391,406
MARC1_CCDS1526.1_ex1_1:220964984-220965007:+_10-4,MARC1,404,199,509,468
MARC1_CCDS1526.1_ex2_1:220970028-220970051:-_10-5,MARC1,574,1072,928,866
MARC2_CCDS1525.1_ex0_1:220921973-220921996:-_10-1,MARC2,346,369,656,733
MARC2_CCDS1525.1_ex1_1:220928292-220928315:+_10-2,MARC2,99,109,304,37
MARC2_CCDS1525.1_ex1_1:220928381-220928404:-_10-3,MARC2,560,1022,835,879
MARC2_CCDS1525.1_ex3_1:220936272-220936295:-_10-4,MARC2,370,624,328,412
MARC2_CCDS1525.1_ex3_1:220936297-220936320:+_10-5,MARC2,151,266,134,394
MARCH1_CCDS3806.1_ex2_4:164506887-164506910:+_10-6,MARCH1,219,312,225,304
MARCH1_CCDS3806.1_ex2_4:164507014-164507037:+_10-7,MARCH1,593,950,742,868
MARCH1_CCDS3806.1_ex2_4:164507027-164507050:+_10-8,MARCH1,403,685,531,453
MARCH1_CCDS3806.1_ex2_4:164507062-164507085:-_10-9,MARCH1,396,513,382,547
MARCH1_CCDS3806.1_ex3_4:164534494-164534517:+_10-10,MARCH1,753,820,1148,1334
MARCH10_CCDS11635.1_ex5_17:60814008-60814031:+_5-1,MARCH10,304,249,372,267
MARCH10_CCDS11635.1_ex5_17:60814078-60814101:+_5-2,MARCH10,1091,1026,1301,815
MARCH10_CCDS11635.1_ex5_17:60814160-60814183:+_5-3,MARCH10,281,431,197,201
MARCH10_CCDS11635.1_ex7_17:60837331-60837354:-_5-4,MARCH10,334,422,194,556
MARCH10_CCDS11635.1_ex8_17:60865839-60865862:-_5-5,MARCH10,456,697,560,715
MARCH8_CCDS60519.1_ex2_10:45956749-45956772:+_5-1,MARCH8,952,977,903,1130
MARCH8_CCDS60519.1_ex2_10:45956773-45956796:+_5-2,MARCH8,439,431,663,542
MARCH8_CCDS60519.1_ex2_10:45956842-45956865:+_5-3,MARCH8,111,163,63,102
MARCH8_CCDS60519.1_ex4_10:45959696-45959719:-_5-4,MARCH8,599,909,1116,846
MARCH8_CCDS60519.1_ex4_10:45959709-45959732:+_5-5,MARCH8,214,318,279,175
MARCH9_CCDS31847.1_ex0_12:58149481-58149504:+_5-1,MARCH9,845,932,467,677
MARCH9_CCDS31847.1_ex0_12:58149592-58149615:-_5-2,MARCH9,411,325,165,205
MARCH9_CCDS31847.1_ex1_12:58150774-58150797:+_5-3,MARCH9,303,461,242,316
MARCH9_CCDS31847.1_ex2_12:58151904-58151927:-_5-4,MARCH9,598,245,474,357
MARCH9_CCDS31847.1_ex2_12:58151925-58151948:-_5-5,MARCH9,379,341,424,212
MARCKS_CCDS5101.1_ex0_6:114179001-114179024:+_5-1,MARCKS,306,299,414,562
MARCKS_CCDS5101.1_ex1_6:114180878-114180901:+_5-2,MARCKS,597,1001,591,736
MARCKS_CCDS5101.1_ex1_6:114180999-114181022:-_5-3,MARCKS,954,1423,753,1365
MARCKS_CCDS5101.1_ex1_6:114181104-114181127:+_5-4,MARCKS,685,711,833,683
MARCKS_CCDS5101.1_ex1_6:114181156-114181179:+_5-5,MARCKS,428,822,809,494
MARCKSL1_CCDS361.1_ex0_1:32800451-32800474:-_5-1,MARCKSL1,125,216,359,311
MARCKSL1_CCDS361.1_ex0_1:32800536-32800559:+_5-2,MARCKSL1,272,249,255,366
MARCKSL1_CCDS361.1_ex0_1:32800584-32800607:+_5-3,MARCKSL1,377,654,674,406
MARCKSL1_CCDS361.1_ex0_1:32800618-32800641:+_5-4,MARCKSL1,1483,2175,2098,2486
MARCKSL1_CCDS361.1_ex0_1:32800647-32800670:-_5-5,MARCKSL1,199,541,271,459
MARCO_CCDS2124.1_ex1_2:119726771-119726794:-_5-1,MARCO,286,218,210,504
MARCO_CCDS2124.1_ex2_2:119727685-119727708:-_5-2,MARCO,271,392,480,358
MARCO_CCDS2124.1_ex2_2:119727851-119727874:-_5-3,MARCO,593,435,535,340
MARCO_CCDS2124.1_ex2_2:119727892-119727915:+_5-4,MARCO,277,405,183,275
MARCO_CCDS2124.1_ex4_2:119731913-119731936:+_5-5,MARCO,451,477,448,433
MARK3_CCDS41993.1_ex1_14:103871459-103871482:-_5-1,MARK3,538,815,636,682
MARK3_CCDS41993.1_ex1_14:103871532-103871555:+_5-2,MARK3,202,429,219,297
MARK3_CCDS41993.1_ex5_14:103923486-103923509:+_5-3,MARK3,288,638,206,346
MARK3_CCDS41993.1_ex9_14:103932674-103932697:+_5-4,MARK3,146,116,256,246
MARK3_CCDS41993.1_ex9_14:103932745-103932768:-_5-5,MARK3,340,476,612,457
MARS2_CCDS33358.1_ex0_2:198570288-198570311:+_5-1,MARS2,413,223,284,151
MARS2_CCDS33358.1_ex0_2:198570378-198570401:+_5-2,MARS2,379,186,226,161
MARS2_CCDS33358.1_ex0_2:198570454-198570477:-_5-3,MARS2,1199,654,671,416
MARS2_CCDS33358.1_ex0_2:198570594-198570617:+_5-4,MARS2,444,160,392,458
MARS2_CCDS33358.1_ex0_2:198570884-198570907:-_5-5,MARS2,562,270,271,211
MAS1_CCDS5272.1_ex0_6:160328075-160328098:+_5-1,MAS1,698,1051,1214,979
MAS1_CCDS5272.1_ex0_6:160328202-160328225:-_5-2,MAS1,171,67,142,275
MAS1_CCDS5272.1_ex0_6:160328354-160328377:+_5-3,MAS1,482,703,832,718
MAS1_CCDS5272.1_ex0_6:160328381-160328404:+_5-4,MAS1,573,624,763,847
MAS1_CCDS5272.1_ex0_6:160328412-160328435:-_5-5,MAS1,775,884,969,1034
MAS1L_CCDS4661.1_ex0_6:29454881-29454904:+_5-1,MAS1L,498,1046,923,856
MAS1L_CCDS4661.1_ex0_6:29455222-29455245:+_5-2,MAS1L,267,557,438,611
MAS1L_CCDS4661.1_ex0_6:29455315-29455338:+_5-3,MAS1L,495,1061,299,663
MAS1L_CCDS4661.1_ex0_6:29455351-29455374:-_5-4,MAS1L,223,427,648,372
MAS1L_CCDS4661.1_ex0_6:29455399-29455422:+_5-5,MAS1L,232,314,456,244
MASP1_CCDS33907.1_ex13_3:186980336-186980359:-_5-1,MASP1,301,401,465,441
MASP1_CCDS33907.1_ex13_3:186980369-186980392:-_5-2,MASP1,388,492,683,434
MASP1_CCDS33907.1_ex14_3:187003670-187003693:+_5-3,MASP1,371,480,363,597
MASP1_CCDS33907.1_ex14_3:187003705-187003728:+_5-4,MASP1,608,884,1109,707
MASP1_CCDS33907.1_ex14_3:187003727-187003750:+_5-5,MASP1,229,282,292,244
MASP2_CCDS123.1_ex8_1:11106696-11106719:-_5-1,MASP2,9,0,4,0
MASP2_CCDS123.1_ex8_1:11106742-11106765:+_5-2,MASP2,589,1135,1180,711
MASP2_CCDS123.1_ex9_1:11106952-11106975:+_5-3,MASP2,403,489,453,460
MASP2_CCDS123.1_ex9_1:11106982-11107005:-_5-4,MASP2,869,905,785,974
MASP2_CCDS123.1_ex9_1:11107062-11107085:+_5-5,MASP2,404,766,477,881
MAST1_CCDS32921.1_ex1_19:12951305-12951328:-_5-1,MAST1,645,404,294,245
MAST1_CCDS32921.1_ex5_19:12958442-12958465:-_5-2,MAST1,648,562,557,532
MAST1_CCDS32921.1_ex6_19:12958699-12958722:-_5-3,MAST1,701,571,556,264
MAST1_CCDS32921.1_ex16_19:12976878-12976901:-_5-4,MAST1,563,729,784,356
MAST1_CCDS32921.1_ex17_19:12977485-12977508:+_5-5,MAST1,566,687,619,436
MASTL_CCDS53502.1_ex0_10:27444463-27444486:+_5-1,MASTL,502,28,18,3
MASTL_CCDS53502.1_ex2_10:27448652-27448675:+_5-2,MASTL,153,2,0,15
MASTL_CCDS53502.1_ex6_10:27456117-27456140:-_5-3,MASTL,570,520,646,665
MASTL_CCDS53502.1_ex7_10:27458948-27458971:-_5-4,MASTL,103,87,29,26
MASTL_CCDS53502.1_ex7_10:27459026-27459049:-_5-5,MASTL,612,331,349,398
MATK_CCDS12113.1_ex7_19:3783144-3783167:-_5-1,MATK,320,276,235,243
MATK_CCDS12113.1_ex7_19:3783204-3783227:-_5-2,MATK,464,621,759,855
MATK_CCDS12113.1_ex8_19:3783846-3783869:-_5-3,MATK,446,263,463,794
MATK_CCDS12113.1_ex8_19:3783866-3783889:-_5-4,MATK,678,796,946,774
MATK_CCDS12113.1_ex8_19:3783914-3783937:+_5-5,MATK,569,599,322,430
MATN1_CCDS336.1_ex5_1:31191648-31191671:+_5-1,MATN1,1106,729,910,685
MATN1_CCDS336.1_ex5_1:31191714-31191737:+_5-2,MATN1,836,804,927,935
MATN1_CCDS336.1_ex6_1:31194282-31194305:-_5-3,MATN1,277,208,28,97
MATN1_CCDS336.1_ex6_1:31194437-31194460:+_5-4,MATN1,824,1326,394,486
MATN1_CCDS336.1_ex6_1:31194470-31194493:-_5-5,MATN1,893,907,1096,1065
MATN3_CCDS46226.1_ex6_2:20205558-20205581:-_5-1,MATN3,211,426,376,218
MATN3_CCDS46226.1_ex6_2:20205818-20205841:-_5-2,MATN3,342,572,710,579
