gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
HDAC5_26733,HDAC5,1326,1549,2037,1682
HDAC5_26734,HDAC5,1133,1922,1757,2135
HDAC5_26735,HDAC5,692,1081,1558,837
HDAC5_26736,HDAC5,669,587,789,788
HDAC6_26729,HDAC6,513,315,277,482
HDAC6_26730,HDAC6,217,238,370,509
HDAC6_26731,HDAC6,432,610,441,424
HDAC6_26732,HDAC6,233,256,242,146
HDAC7_39043,HDAC7,200,378,290,454
HDAC7_39044,HDAC7,273,137,76,435
HDAC7_39045,HDAC7,254,174,209,371
HDAC7_39046,HDAC7,137,251,233,253
HDAC8_43623,HDAC8,537,567,368,613
HDAC8_43624,HDAC8,548,352,329,250
HDAC8_43625,HDAC8,308,537,410,346
HDAC8_43626,HDAC8,559,574,261,394
HDAC9_25785,HDAC9,531,772,793,786
HDAC9_25786,HDAC9,403,372,360,336
HDAC9_25787,HDAC9,694,703,781,876
HDAC9_25788,HDAC9,418,328,244,352
HDDC3_70313,HDDC3,619,918,745,695
HDDC3_70314,HDDC3,782,769,929,720
HDDC3_70315,HDDC3,280,397,421,274
HDDC3_70316,HDDC3,326,386,276,442
HDGF_8273,HDGF,387,494,466,645
HDGF_8274,HDGF,361,244,429,573
HDGF_8275,HDGF,208,198,443,249
HDGF_8276,HDGF,1,0,0,3
HDGFL1_62873,HDGFL1,251,387,204,464
HDGFL1_62874,HDGFL1,409,547,373,434
HDGFL1_62875,HDGFL1,294,417,463,301
HDGFL1_62876,HDGFL1,328,511,394,461
HDGFRP3_37351,HDGFRP3,793,1120,876,914
HDGFRP3_37352,HDGFRP3,242,344,153,177
HDGFRP3_37353,HDGFRP3,118,265,162,211
HDGFRP3_37354,HDGFRP3,159,170,138,141
HDHD2_52815,HDHD2,355,323,391,144
HDHD2_52816,HDHD2,510,756,998,776
HDHD2_52817,HDHD2,216,295,329,210
HDHD2_52818,HDHD2,269,373,310,438
HEATR3_41359,HEATR3,283,151,64,138
HEATR3_41360,HEATR3,247,172,196,165
HEATR3_41361,HEATR3,131,355,156,66
HEATR3_41362,HEATR3,276,256,205,414
HEATR6_47087,HEATR6,266,384,377,253
HEATR6_47088,HEATR6,281,104,109,143
HEATR6_47089,HEATR6,440,487,287,306
HEATR6_47090,HEATR6,186,138,109,175
HECA_39315,HECA,391,377,556,349
HECA_39316,HECA,295,238,450,328
HECA_39317,HECA,208,246,149,360
HECA_39318,HECA,202,162,229,255
HECTD1_33843,HECTD1,413,659,281,351
HECTD1_33844,HECTD1,274,177,544,181
HECTD1_33845,HECTD1,283,271,148,408
HECTD1_33846,HECTD1,272,376,281,186
HECTD3_49527,HECTD3,918,992,925,981
HECTD3_49528,HECTD3,299,311,337,282
HECTD3_49529,HECTD3,389,388,435,526
HECTD3_49530,HECTD3,466,527,492,167
HECW1_31643,HECW1,262,117,61,213
HECW1_31644,HECW1,176,169,159,137
HECW1_31645,HECW1,333,672,671,273
HECW1_31646,HECW1,151,220,301,145
HEG1_45623,HEG1,414,577,393,269
HEG1_45624,HEG1,390,399,515,450
HEG1_45625,HEG1,273,304,382,193
HEG1_45626,HEG1,324,151,413,460
HELB_56349,HELB,325,461,380,502
HELB_56350,HELB,177,158,196,36
HELB_56351,HELB,147,135,116,114
HELB_56352,HELB,160,255,352,278
HELLS_8281,HELLS,165,131,62,183
HELLS_8282,HELLS,204,299,77,145
HELLS_8283,HELLS,225,383,459,362
HELLS_8284,HELLS,425,653,561,439
HELQ_57017,HELQ,192,283,13,86
HELQ_57018,HELQ,319,529,191,328
HELQ_57019,HELQ,374,518,327,507
HELQ_57020,HELQ,136,215,126,175
HELT_71997,HELT,294,271,170,463
HELT_71998,HELT,396,622,628,714
HELT_71999,HELT,521,312,280,551
HELT_72000,HELT,405,453,369,346
HELZ2_54927,HELZ2,253,226,98,186
HELZ2_54928,HELZ2,614,884,766,671
HELZ2_54929,HELZ2,387,460,565,265
HELZ2_54930,HELZ2,462,494,692,599
HEMGN_42459,HEMGN,208,347,556,176
HEMGN_42460,HEMGN,154,174,162,75
HEMGN_42461,HEMGN,249,268,230,289
HEMGN_42462,HEMGN,172,361,214,361
HEMK1_38707,HEMK1,921,1286,1323,1348
HEMK1_38708,HEMK1,607,577,722,719
HEMK1_38709,HEMK1,948,850,1424,698
HEMK1_38710,HEMK1,615,768,710,600
HENMT1_57057,HENMT1,798,1059,1282,927
HENMT1_57058,HENMT1,821,403,517,298
HENMT1_57059,HENMT1,592,640,752,898
HENMT1_57060,HENMT1,408,525,718,369
HEPN1_73666,HEPN1,145,69,138,141
HEPN1_73667,HEPN1,295,420,543,436
HEPN1_73668,HEPN1,284,415,356,328
HEPN1_73669,HEPN1,315,463,385,305
HERC2_23409,HERC2,350,228,406,177
HERC2_23410,HERC2,218,221,136,442
HERC2_23411,HERC2,484,576,679,489
HERC2_23412,HERC2,238,260,265,132
HERC3_23405,HERC3,541,697,697,448
HERC3_23406,HERC3,716,435,766,706
HERC3_23407,HERC3,242,248,300,174
HERC3_23408,HERC3,720,786,660,468
HERC4_34543,HERC4,276,392,162,242
HERC4_34544,HERC4,410,417,437,359
HERC4_34545,HERC4,278,252,627,413
HERC4_34546,HERC4,336,396,368,508
HERC5_38087,HERC5,298,594,268,521
HERC5_38088,HERC5,267,336,342,184
HERC5_38089,HERC5,348,443,333,276
HERC5_38090,HERC5,427,379,448,391
HERC6_41303,HERC6,867,1413,1105,1515
HERC6_41304,HERC6,403,564,438,685
HERC6_41305,HERC6,506,370,232,361
HERC6_41306,HERC6,241,500,279,479
HERPUD1_25693,HERPUD1,231,530,229,355
HERPUD1_25694,HERPUD1,395,276,293,459
HERPUD1_25695,HERPUD1,288,262,550,378
HERPUD1_25696,HERPUD1,493,318,452,546
HES1_8861,HES1,822,482,542,580
HES1_8862,HES1,615,18,134,91
HES1_8863,HES1,360,24,21,109
HES1_8864,HES1,279,14,91,149
HES7_53979,HES7,273,204,330,74
HES7_53980,HES7,263,174,309,246
HES7_53981,HES7,160,49,104,99
HES7_53982,HES7,99,124,40,139
HEXA_8289,HEXA,636,596,436,825
HEXA_8290,HEXA,758,803,957,483
HEXA_8291,HEXA,346,439,274,269
HEXA_8292,HEXA,0,0,0,0
HEXDC_67585,HEXDC,950,1381,1318,1032
HEXDC_67586,HEXDC,772,1332,1323,1174
HEXDC_67587,HEXDC,651,1228,1191,977
HEXDC_67588,HEXDC,807,1002,1174,828
HEXIM1_28673,HEXIM1,532,409,484,417
HEXIM1_28674,HEXIM1,149,176,158,196
HEXIM1_28675,HEXIM1,206,249,216,310
HEXIM1_28676,HEXIM1,127,47,107,103
HEYL_35083,HEYL,750,710,822,747
HEYL_35084,HEYL,318,336,536,406
HEYL_35085,HEYL,330,441,652,410
HEYL_35086,HEYL,224,50,396,95
HFE2_62057,HFE2,438,747,574,974
HFE2_62058,HFE2,457,469,499,548
HFE2_62059,HFE2,416,610,490,282
HFE2_62060,HFE2,200,152,257,73
HGF_8317,HGF,333,207,521,209
HGF_8318,HGF,464,563,377,572
HGF_8319,HGF,374,333,301,259
HGF_8320,HGF,310,442,193,244
HGFAC_8321,HGFAC,890,1672,1013,1304
HGFAC_8322,HGFAC,681,891,698,774
HGFAC_8323,HGFAC,574,721,645,929
HGFAC_8324,HGFAC,669,887,541,432
HGS_24017,HGS,432,169,141,164
HGS_24018,HGS,135,43,53,191
HGS_24019,HGS,134,163,186,49
HGS_24020,HGS,306,452,294,510
HGSNAT_60545,HGSNAT,471,744,867,493
HGSNAT_60546,HGSNAT,605,982,732,965
HGSNAT_60547,HGSNAT,302,376,391,267
HGSNAT_60548,HGSNAT,571,554,717,664
HHEX_8329,HHEX,669,788,792,641
HHEX_8330,HHEX,495,665,426,713
HHEX_8331,HHEX,361,319,389,327
HHEX_8332,HHEX,685,823,698,561
HHIPL1_53595,HHIPL1,405,444,535,723
HHIPL1_53596,HHIPL1,249,232,241,99
HHIPL1_53597,HHIPL1,500,819,695,611
HHIPL1_53598,HHIPL1,267,349,323,603
HHLA2_30271,HHLA2,214,152,306,262
HHLA2_30272,HHLA2,315,259,527,265
HHLA2_30273,HHLA2,138,107,97,274
HHLA2_30274,HHLA2,134,330,147,79
HIAT1_47867,HIAT1,570,746,546,413
HIAT1_47868,HIAT1,772,861,1149,1076
HIAT1_47869,HIAT1,820,1161,1205,988
HIAT1_47870,HIAT1,218,87,118,293
HIBADH_30151,HIBADH,477,596,462,335
HIBADH_30152,HIBADH,343,670,552,419
HIBADH_30153,HIBADH,340,694,493,380
HIBADH_30154,HIBADH,227,302,311,238
HIBCH_34915,HIBCH,208,416,375,280
HIBCH_34916,HIBCH,399,468,593,636
HIBCH_34917,HIBCH,262,148,456,484
HIBCH_34918,HIBCH,187,244,51,180
HIC2_31783,HIC2,532,546,602,359
HIC2_31784,HIC2,178,273,102,340
HIC2_31785,HIC2,410,638,424,323
HIC2_31786,HIC2,156,119,222,231
HIF1A_8337,HIF1A,471,616,329,373
HIF1A_8338,HIF1A,389,519,425,526
HIF1A_8339,HIF1A,339,218,312,266
HIF1A_8340,HIF1A,564,751,703,608
HIGD1A_34287,HIGD1A,534,710,655,638
HIGD1A_34288,HIGD1A,529,561,800,446
HIGD1A_34289,HIGD1A,359,283,691,381
HIGD1A_34290,HIGD1A,386,302,151,271
HIGD1C_73626,HIGD1C,478,555,605,465
HIGD1C_73627,HIGD1C,260,312,339,474
HIGD1C_73628,HIGD1C,183,97,104,297
HIGD1C_73629,HIGD1C,274,272,431,294
HILPDA_36791,HILPDA,689,595,766,685
HILPDA_36792,HILPDA,512,464,522,659
HILPDA_36793,HILPDA,666,743,533,726
HILPDA_36794,HILPDA,534,256,549,542
HINFP_34275,HINFP,238,75,70,98
HINFP_34276,HINFP,231,124,79,35
HINFP_34277,HINFP,139,1,42,4
HINFP_34278,HINFP,352,68,59,28
HINT2_54019,HINT2,336,312,462,534
HINT2_54020,HINT2,299,150,274,326
HINT2_54021,HINT2,500,538,858,615
HINT2_54022,HINT2,257,270,269,271
HIP1_8341,HIP1,1365,1475,1615,1547
HIP1_8342,HIP1,1269,1656,1605,1496
HIP1_8343,HIP1,145,134,95,162
HIP1_8344,HIP1,258,297,455,285
HIP1R_23625,HIP1R,401,470,615,518
HIP1R_23626,HIP1R,487,495,775,674
HIP1R_23627,HIP1R,208,477,276,190
HIP1R_23628,HIP1R,637,577,689,606
HIPK1_65149,HIPK1,450,407,538,258
HIPK1_65150,HIPK1,197,325,137,154
HIPK1_65151,HIPK1,181,200,247,170
HIPK1_65152,HIPK1,199,345,646,226
HIPK4_61857,HIPK4,676,578,582,398
HIPK4_61858,HIPK4,426,419,297,313
HIPK4_61859,HIPK4,346,457,531,371
HIPK4_61860,HIPK4,682,697,809,661
HIRIP3_22049,HIRIP3,461,333,508,440
HIRIP3_22050,HIRIP3,6,0,0,0
HIRIP3_22051,HIRIP3,305,352,437,424
HIRIP3_22052,HIRIP3,376,469,462,489
HIST1H1A_8137,HIST1H1A,409,479,317,309
HIST1H1A_8138,HIST1H1A,191,307,278,180
HIST1H1A_8139,HIST1H1A,343,290,320,343
HIST1H1A_8140,HIST1H1A,442,536,292,263
HIST1H1B_8097,HIST1H1B,258,235,248,343
HIST1H1B_8098,HIST1H1B,74,164,60,54
HIST1H1B_8099,HIST1H1B,286,214,257,255
HIST1H1B_8100,HIST1H1B,167,99,295,137
HIST1H1T_8101,HIST1H1T,221,317,388,99
HIST1H1T_8102,HIST1H1T,336,398,436,509
HIST1H1T_8103,HIST1H1T,191,268,215,133
HIST1H1T_8104,HIST1H1T,161,245,100,185
HIST1H2AA_65845,HIST1H2AA,363,324,260,220
HIST1H2AA_65846,HIST1H2AA,830,1045,1076,871
HIST1H2AA_65847,HIST1H2AA,543,590,698,489
HIST1H2AA_65848,HIST1H2AA,453,913,680,457
HIST1H2AC_21633,HIST1H2AC,791,571,546,483
HIST1H2AC_21634,HIST1H2AC,267,373,318,315
HIST1H2AC_21635,HIST1H2AC,458,869,479,652
HIST1H2AC_21636,HIST1H2AC,170,54,5,39
HIST1H2AG_23489,HIST1H2AG,240,116,162,140
HIST1H2AG_23490,HIST1H2AG,579,871,1231,927
HIST1H2AG_23491,HIST1H2AG,542,769,560,654
HIST1H2AG_23492,HIST1H2AG,463,959,1040,719
HIST1H2AH_54751,HIST1H2AH,602,848,900,699
HIST1H2AH_54752,HIST1H2AH,547,768,619,481
HIST1H2AH_54753,HIST1H2AH,325,551,419,502
HIST1H2AH_54754,HIST1H2AH,532,62,19,5
HIST1H2BB_8125,HIST1H2BB,367,336,402,378
HIST1H2BB_8126,HIST1H2BB,202,287,168,145
HIST1H2BB_8127,HIST1H2BB,310,166,272,293
HIST1H2BB_8128,HIST1H2BB,300,395,238,228
HIST1H2BD_8121,HIST1H2BD,1043,876,1045,704
HIST1H2BD_8122,HIST1H2BD,598,672,508,793
HIST1H2BD_8123,HIST1H2BD,321,234,248,332
HIST1H2BD_8124,HIST1H2BD,283,500,837,564
HIST1H2BH_21677,HIST1H2BH,556,565,413,664
HIST1H2BH_21678,HIST1H2BH,557,575,425,417
HIST1H2BH_21679,HIST1H2BH,543,786,935,668
HIST1H2BH_21680,HIST1H2BH,404,457,356,431
HIST1H2BJ_23493,HIST1H2BJ,354,485,406,440
HIST1H2BJ_23494,HIST1H2BJ,389,310,427,709
HIST1H2BJ_23495,HIST1H2BJ,403,199,162,142
HIST1H2BJ_23496,HIST1H2BJ,207,90,135,102
HIST1H2BL_21657,HIST1H2BL,183,89,102,61
HIST1H2BL_21658,HIST1H2BL,77,107,43,120
HIST1H2BL_21659,HIST1H2BL,83,2,0,25
HIST1H2BL_21660,HIST1H2BL,242,343,288,162
HIST1H2BO_21689,HIST1H2BO,609,639,675,391
HIST1H2BO_21690,HIST1H2BO,477,566,809,391
HIST1H2BO_21691,HIST1H2BO,619,549,520,545
HIST1H2BO_21692,HIST1H2BO,730,666,385,562
HIST1H3D_21701,HIST1H3D,345,312,541,366
HIST1H3D_21702,HIST1H3D,45,66,57,0
HIST1H3D_21703,HIST1H3D,189,306,119,91
HIST1H3D_21704,HIST1H3D,98,122,52,40
HIST1H3E_21709,HIST1H3E,126,187,141,167
HIST1H3E_21710,HIST1H3E,276,581,272,343
HIST1H3E_21711,HIST1H3E,151,79,149,173
HIST1H3E_21712,HIST1H3E,159,323,185,148
HIST1H3F_23485,HIST1H3F,216,277,213,315
HIST1H3F_23486,HIST1H3F,203,327,291,279
HIST1H3F_23487,HIST1H3F,372,300,172,399
HIST1H3F_23488,HIST1H3F,305,422,287,552
HIST1H3G_21717,HIST1H3G,518,707,607,432
HIST1H3G_21718,HIST1H3G,455,556,457,345
HIST1H3G_21719,HIST1H3G,604,868,863,779
HIST1H3G_21720,HIST1H3G,444,332,687,374
HIST1H3H_21725,HIST1H3H,921,858,950,947
HIST1H3H_21726,HIST1H3H,667,606,656,671
HIST1H3H_21727,HIST1H3H,480,719,587,628
HIST1H3H_21728,HIST1H3H,513,441,345,438
HIST1H3J_21721,HIST1H3J,861,1072,1152,916
HIST1H3J_21722,HIST1H3J,435,693,668,430
HIST1H3J_21723,HIST1H3J,568,672,847,620
HIST1H3J_21724,HIST1H3J,283,476,288,117
HIST1H4A_21733,HIST1H4A,528,737,353,517
HIST1H4A_21734,HIST1H4A,588,533,524,511
HIST1H4A_21735,HIST1H4A,474,628,505,994
HIST1H4A_21736,HIST1H4A,669,616,772,1122
HIST1H4D_21737,HIST1H4D,363,173,591,136
HIST1H4D_21738,HIST1H4D,155,66,284,126
HIST1H4D_21739,HIST1H4D,204,353,346,308
HIST1H4D_21740,HIST1H4D,482,670,550,442
HIST1H4E_21765,HIST1H4E,619,913,1012,1021
HIST1H4E_21766,HIST1H4E,113,75,48,84
HIST1H4E_21767,HIST1H4E,193,366,243,398
HIST1H4E_21768,HIST1H4E,228,493,178,318
HIST1H4F_21741,HIST1H4F,612,612,652,354
HIST1H4F_21742,HIST1H4F,139,65,112,58
HIST1H4F_21743,HIST1H4F,197,392,245,332
HIST1H4F_21744,HIST1H4F,300,301,202,370
HIST1H4H_21757,HIST1H4H,822,1404,1031,997
HIST1H4H_21758,HIST1H4H,382,704,679,468
HIST1H4H_21759,HIST1H4H,287,274,214,260
HIST1H4H_21760,HIST1H4H,231,518,201,185
HIST1H4I_21533,HIST1H4I,516,782,749,662
HIST1H4I_21534,HIST1H4I,363,497,431,495
HIST1H4I_21535,HIST1H4I,331,259,204,147
HIST1H4I_21536,HIST1H4I,269,269,175,184
HIST1H4K_21745,HIST1H4K,720,515,479,203
HIST1H4K_21746,HIST1H4K,591,287,142,179
HIST1H4K_21747,HIST1H4K,469,245,277,336
HIST1H4K_21748,HIST1H4K,633,872,681,790
HIST1H4L_21769,HIST1H4L,981,882,1215,1052
HIST1H4L_21770,HIST1H4L,270,316,418,231
HIST1H4L_21771,HIST1H4L,741,874,804,809
HIST1H4L_21772,HIST1H4L,448,382,433,537
HIST2H2AA3_21645,HIST2H2AA3,132,142,26,71
HIST2H2AA3_21646,HIST2H2AA3,739,691,753,466
HIST2H2AA3_21647,HIST2H2AA3,595,733,469,321
HIST2H2AA3_21648,HIST2H2AA3,674,255,772,456
HIST2H2AA4_74466,HIST2H2AA4,737,928,751,1043
HIST2H2AA4_74467,HIST2H2AA4,312,221,118,300
HIST2H2AA4_74468,HIST2H2AA4,0,0,0,0
HIST2H2AA4_74469,HIST2H2AA4,342,209,102,57
HIST2H2BE_21693,HIST2H2BE,177,157,67,186
HIST2H2BE_21694,HIST2H2BE,426,232,290,252
HIST2H2BE_21695,HIST2H2BE,277,228,362,431
HIST2H2BE_21696,HIST2H2BE,227,346,311,271
HIST2H3C_59253,HIST2H3C,374,68,100,153
HIST2H3C_59254,HIST2H3C,525,520,271,325
HIST2H3C_59255,HIST2H3C,342,44,155,138
HIST2H3C_59256,HIST2H3C,104,16,9,18
HIST2H3D_74366,HIST2H3D,9,0,0,0
HIST2H3D_74367,HIST2H3D,163,232,50,172
HIST2H3D_74368,HIST2H3D,258,283,188,252
HIST2H3D_74369,HIST2H3D,153,47,15,16
HIST2H4A_21777,HIST2H4A,369,197,212,222
HIST2H4A_21778,HIST2H4A,196,159,91,222
HIST2H4A_21779,HIST2H4A,557,252,455,417
HIST2H4A_21780,HIST2H4A,248,145,279,99
HIST3H2A_56361,HIST3H2A,722,866,1112,589
HIST3H2A_56362,HIST3H2A,878,1347,1281,1194
HIST3H2A_56363,HIST3H2A,632,1001,824,582
HIST3H2A_56364,HIST3H2A,844,1157,1254,1172
HIST3H2BB_59497,HIST3H2BB,288,115,143,253
HIST3H2BB_59498,HIST3H2BB,269,213,355,144
HIST3H2BB_59499,HIST3H2BB,371,442,916,444
HIST3H2BB_59500,HIST3H2BB,371,393,320,217
HIST3H3_21517,HIST3H3,230,306,460,364
HIST3H3_21518,HIST3H3,688,668,927,529
HIST3H3_21519,HIST3H3,144,170,415,133
HIST3H3_21520,HIST3H3,401,553,448,465
HIST4H4_58389,HIST4H4,954,919,1356,680
HIST4H4_58390,HIST4H4,601,48,187,93
HIST4H4_58391,HIST4H4,873,1479,1421,1493
HIST4H4_58392,HIST4H4,664,667,977,1085
HIVEP3_46723,HIVEP3,762,1304,1238,1033
HIVEP3_46724,HIVEP3,222,373,116,107
HIVEP3_46725,HIVEP3,55,31,28,35
HIVEP3_46726,HIVEP3,23,77,44,10
HJURP_42435,HJURP,386,107,14,19
HJURP_42436,HJURP,336,0,10,0
HJURP_42437,HJURP,168,88,219,81
HJURP_42438,HJURP,175,272,203,124
HKR1_67885,HKR1,419,661,750,582
HKR1_67886,HKR1,211,441,412,460
HKR1_67887,HKR1,258,294,577,243
HKR1_67888,HKR1,214,231,312,222
HLA-C_8385,HLA-C,188,210,167,256
HLA-C_8386,HLA-C,184,155,131,134
HLA-C_8387,HLA-C,231,249,411,292
HLA-C_8388,HLA-C,303,357,428,278
HLA-DMB_8393,HLA-DMB,310,445,619,532
HLA-DMB_8394,HLA-DMB,539,693,751,859
HLA-DMB_8395,HLA-DMB,208,218,225,230
HLA-DMB_8396,HLA-DMB,132,330,403,164
HLA-DOB_8405,HLA-DOB,174,141,131,195
HLA-DOB_8406,HLA-DOB,370,445,321,346
HLA-DOB_8407,HLA-DOB,200,358,210,228
HLA-DOB_8408,HLA-DOB,365,232,232,317
HLA-DPA1_8409,HLA-DPA1,332,497,431,337
HLA-DPA1_8410,HLA-DPA1,312,381,277,426
HLA-DPA1_8411,HLA-DPA1,300,439,240,282
HLA-DPA1_8412,HLA-DPA1,238,210,292,145
HLA-DQA2_8421,HLA-DQA2,659,744,822,823
HLA-DQA2_8422,HLA-DQA2,200,498,349,353
HLA-DQA2_8423,HLA-DQA2,581,808,703,841
HLA-DQA2_8424,HLA-DQA2,215,130,181,254
HLA-DQB1_8425,HLA-DQB1,207,245,481,272
HLA-DQB1_8426,HLA-DQB1,778,1076,1100,1130
HLA-DQB1_8427,HLA-DQB1,83,21,28,17
HLA-DQB1_8428,HLA-DQB1,157,129,327,132
HLA-DQB2_8429,HLA-DQB2,380,345,387,243
HLA-DQB2_8430,HLA-DQB2,147,192,232,271
HLA-DQB2_8431,HLA-DQB2,191,237,269,288
HLA-DQB2_8432,HLA-DQB2,249,323,400,265
HLA-DRB1_8437,HLA-DRB1,189,250,276,339
HLA-DRB1_8438,HLA-DRB1,248,430,370,278
HLA-DRB1_8439,HLA-DRB1,385,612,447,474
HLA-DRB1_8440,HLA-DRB1,273,420,391,472
HLA-E_8449,HLA-E,530,775,656,553
HLA-E_8450,HLA-E,733,1043,1160,1018
HLA-E_8451,HLA-E,701,970,912,1026
HLA-E_8452,HLA-E,431,620,672,197
HLA-G_8457,HLA-G,312,340,346,317
HLA-G_8458,HLA-G,300,266,417,250
HLA-G_8459,HLA-G,189,209,351,287
HLA-G_8460,HLA-G,529,1115,604,790
HLF_8445,HLF,263,211,237,212
HLF_8446,HLF,215,250,205,178
HLF_8447,HLF,238,276,337,253
HLF_8448,HLF,503,329,418,558
HLTF_17745,HLTF,415,496,229,230
HLTF_17746,HLTF,265,277,310,283
HLTF_17747,HLTF,607,716,554,617
HLTF_17748,HLTF,179,284,276,206
HLX_8469,HLX,625,809,585,643
HLX_8470,HLX,106,326,223,77
HLX_8471,HLX,147,297,113,175
HLX_8472,HLX,158,150,325,275
HM13_51619,HM13,214,204,428,138
HM13_51620,HM13,429,447,626,558
HM13_51621,HM13,346,547,474,421
HM13_51622,HM13,333,189,256,205
HMBS_8473,HMBS,194,25,54,117
HMBS_8474,HMBS,235,159,268,175
HMBS_8475,HMBS,541,793,448,409
HMBS_8476,HMBS,425,301,255,364
HMG20B_27849,HMG20B,650,692,716,535
HMG20B_27850,HMG20B,827,680,915,476
HMG20B_27851,HMG20B,379,315,195,322
HMG20B_27852,HMG20B,581,504,587,519
HMGA1_8513,HMGA1,214,59,29,58
HMGA1_8514,HMGA1,550,308,303,285
HMGA1_8515,HMGA1,477,188,131,196
HMGA1_8516,HMGA1,437,276,130,179
HMGB1_8477,HMGB1,497,199,124,101
HMGB1_8478,HMGB1,755,676,674,430
HMGB1_8479,HMGB1,806,549,477,568
HMGB1_8480,HMGB1,379,94,194,148
HMGB2_8481,HMGB2,346,656,782,512
HMGB2_8482,HMGB2,639,698,849,1179
HMGB2_8483,HMGB2,224,393,654,320
HMGB2_8484,HMGB2,385,422,473,201
HMGB3_8485,HMGB3,444,430,552,467
HMGB3_8486,HMGB3,696,766,854,678
HMGB3_8487,HMGB3,238,293,400,514
HMGB3_8488,HMGB3,667,466,391,270
HMGN4_28201,HMGN4,314,318,556,253
HMGN4_28202,HMGN4,288,305,313,312
HMGN4_28203,HMGN4,308,439,534,651
HMGN4_28204,HMGN4,260,403,223,318
HMGN5_49187,HMGN5,347,437,492,416
HMGN5_49188,HMGN5,466,513,392,257
HMGN5_49189,HMGN5,193,218,247,300
HMGN5_49190,HMGN5,229,311,128,263
HMGXB3_31399,HMGXB3,383,283,349,481
HMGXB3_31400,HMGXB3,891,827,877,614
HMGXB3_31401,HMGXB3,584,265,367,409
HMGXB3_31402,HMGXB3,452,376,399,254
HMHA1_33051,HMHA1,628,630,787,732
HMHA1_33052,HMHA1,329,499,337,605
HMHA1_33053,HMHA1,180,203,126,174
HMHA1_33054,HMHA1,440,326,801,747
HMMR_8517,HMMR,229,128,279,289
HMMR_8518,HMMR,313,328,418,372
HMMR_8519,HMMR,148,31,89,43
HMMR_8520,HMMR,153,127,126,44
HMOX1_8521,HMOX1,629,728,1122,351
HMOX1_8522,HMOX1,811,1232,1347,1064
HMOX1_8523,HMOX1,675,1025,775,730
HMOX1_8524,HMOX1,876,965,999,1417
HMSD_67717,HMSD,213,158,271,451
HMSD_67718,HMSD,248,130,354,155
HMSD_67719,HMSD,204,271,168,275
HMSD_67720,HMSD,178,302,381,100
HMX2_8537,HMX2,791,726,661,531
HMX2_8538,HMX2,850,1145,1412,1370
HMX2_8539,HMX2,231,458,291,460
HMX2_8540,HMX2,284,157,177,174
HMX3_69257,HMX3,327,307,369,344
HMX3_69258,HMX3,287,330,329,352
HMX3_69259,HMX3,516,825,740,799
HMX3_69260,HMX3,727,1005,670,951
HN1L_55655,HN1L,999,1481,1552,1535
HN1L_55656,HN1L,482,1029,1396,870
HN1L_55657,HN1L,747,1837,1175,1046
HN1L_55658,HN1L,252,165,409,183
HNF1A_18821,HNF1A,974,1644,1265,1429
HNF1A_18822,HNF1A,1117,2173,2372,2635
HNF1A_18823,HNF1A,745,1272,1155,1146
HNF1A_18824,HNF1A,644,688,891,791
HNF1B_18825,HNF1B,327,90,81,76
HNF1B_18826,HNF1B,219,29,22,115
HNF1B_18827,HNF1B,223,3,4,11
HNF1B_18828,HNF1B,480,284,147,119
HNF4A_8553,HNF4A,328,447,797,561
HNF4A_8554,HNF4A,298,541,354,476
HNF4A_8555,HNF4A,354,405,482,606
HNF4A_8556,HNF4A,297,424,442,338
HNF4G_8557,HNF4G,501,460,678,260
HNF4G_8558,HNF4G,679,580,474,574
HNF4G_8559,HNF4G,322,361,319,625
HNF4G_8560,HNF4G,448,672,472,431
HNRNPA1_8573,HNRNPA1,453,372,381,370
HNRNPA1_8574,HNRNPA1,284,53,85,3
HNRNPA1_8575,HNRNPA1,481,125,307,134
HNRNPA1_8576,HNRNPA1,509,323,483,271
HNRNPA2B1_8577,HNRNPA2B1,409,428,354,277
HNRNPA2B1_8578,HNRNPA2B1,336,167,105,73
HNRNPA2B1_8579,HNRNPA2B1,172,154,209,153
HNRNPA2B1_8580,HNRNPA2B1,413,142,247,269
HNRNPA3_65645,HNRNPA3,981,909,671,880
HNRNPA3_65646,HNRNPA3,118,128,205,191
HNRNPA3_65647,HNRNPA3,582,634,1084,654
HNRNPA3_65648,HNRNPA3,683,1093,1013,837
HNRNPCL1_69493,HNRNPCL1,224,81,119,204
HNRNPCL1_69494,HNRNPCL1,195,220,286,233
HNRNPCL1_69495,HNRNPCL1,264,115,163,144
HNRNPCL1_69496,HNRNPCL1,143,303,33,101
HNRNPD_8589,HNRNPD,399,380,289,261
HNRNPD_8590,HNRNPD,230,221,159,148
HNRNPD_8591,HNRNPD,264,348,216,169
HNRNPD_8592,HNRNPD,304,148,201,174
HNRNPF_8593,HNRNPF,188,162,245,245
HNRNPF_8594,HNRNPF,660,721,972,717
HNRNPF_8595,HNRNPF,745,929,1283,795
HNRNPF_8596,HNRNPF,153,218,392,166
HNRNPH3_8605,HNRNPH3,1032,1354,932,849
HNRNPH3_8606,HNRNPH3,896,1028,826,761
HNRNPH3_8607,HNRNPH3,458,567,633,666
HNRNPH3_8608,HNRNPH3,499,342,460,361
HNRNPK_8609,HNRNPK,637,48,164,29
HNRNPK_8610,HNRNPK,503,0,2,4
HNRNPK_8611,HNRNPK,508,280,261,150
